代码,    名称,涨幅%,现价,涨跌,涨速%,DDE净量,总手,换手%,量比,买入信号,利好,利空,所属行业,现手,开盘,昨收,最高,最低,买价,卖价,市盈(动),市净率,买量,卖量,委比%,振幅%,金额,均笔额,笔数,手/笔,外盘,内盘,总市值,流通市值,贡献度
SH600422,昆明制药,2.13,24.94,0.52,0.04,0.2,4313489,1.27,0.87,0,无,无,中药,200↓,24.37,24.42,24.99,24.23,24.94,24.95,--,--,11300,3177,56.11,3.11,106860921,22106.11,4834,892,2336500,1976989,--,--,--
SZ300178,腾邦国际,2.12,--,--,--,--,--,--,--,0,无,无,景点及旅游,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300360,炬华科技,2.12,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300207,欣旺达,2.11,--,--,--,--,--,--,--,0,无,无,电子制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300131,英唐智控,2.11,--,--,--,--,--,--,--,0,无,无,电子制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601100,恒立油缸,2.09,9.77,0.2,0,0.11,6360694,4.04,1.69,0,无,无,通用机械,3000↓,9.6,9.57,9.79,9.52,9.77,9.78,--,--,14886,51000,-54.81,2.82,61461211,19762.45,3110,2045,3315898,3044796,--,--,--
SZ300377,赢时胜,2.09,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601888,中国国旅,2.09,35.18,0.72,0.26,0,5476817,0.561,0.83,0,无,无,景点及旅游,500↓,34.4,34.46,35.35,34.2,35.15,35.27,--,--,400,4000,-81.82,3.34,190383420,25340.53,7513,729,3854294,1622523,--,--,--
SZ000780,平庄能源,2.09,--,--,--,--,--,--,--,0,无,无,煤炭开采,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601258,庞大集团,2.09,4.89,0.1,0,0.04,18041675,0.688,1.39,0,无,无,交运设备服务,100↑,4.79,4.79,4.92,4.79,4.88,4.89,--,--,116145,105739,4.69,2.71,87976475,13863.3,6346,2843,11427366,6614309,--,--,--
SH600095,哈高科,2.09,5.38,0.11,0,0.66,16743697,4.63,1.65,0,无,无,房地产开发,4600↓,5.27,5.27,5.45,5.24,5.37,5.38,--,--,43200,11700,57.38,3.98,89693555,16910.55,5304,3157,10160009,6583688,--,--,--
SZ002530,丰东股份,2.09,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002170,芭田股份,2.08,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000995,皇台酒业,2.08,--,--,--,--,--,--,--,0,无,无,饮料制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300383,光环新网,2.08,--,--,--,--,--,--,--,0,无,无,通信服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002026,山东威达,2.07,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300250,初灵信息,2.07,--,--,--,--,--,--,--,0,无,无,通信设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000731,四川美丰,2.07,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000972,新中基,2.07,--,--,--,--,--,--,--,0,无,无,农产品加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300165,天瑞仪器,2.06,--,--,--,--,--,--,--,0,无,无,金属制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002106,莱宝高科,2.06,--,--,--,--,--,--,--,0,无,无,光学光电子,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300020,银江股份,2.06,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600960,渤海活塞,2.05,9.96,0.2,0.2,0.04,2296318,1.08,1.19,0,无,无,通用机械,4000↓,9.75,9.76,9.98,9.75,9.96,9.97,--,--,12400,10800,6.9,2.36,22704681,14888.32,1525,1506,1512457,783861,--,--,--
SZ000761,本钢板材,2.05,--,--,--,--,--,--,--,0,无,无,钢铁,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002369,卓翼科技,2.04,--,--,--,--,--,--,--,0,无,无,电子制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002155,辰州矿业,2.04,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000900,现代投资,2.04,--,--,--,--,--,--,--,0,无,无,公路铁路运输,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002489,浙江永强,2.03,--,--,--,--,--,--,--,0,无,无,家用轻工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002229,鸿博股份,2.03,--,--,--,--,--,--,--,0,无,无,包装印刷,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002534,杭锅股份,2.03,13.09,0.26,0,0.08,2235900,0.577,1.12,5,无,无,电气设备,18100↑,12.83,12.83,13.13,12.76,13.08,13.09,--,--,39700,15600,43.58,2.88,28947078,15596.49,1856,1205,1336551,899349,--,--,--
SZ300153,科泰电源,2.03,11.58,0.23,-0.09,-0.06,2239156,1.4,1.15,3,无,无,电气设备,39100↑,11.35,11.35,11.61,11.32,11.57,11.58,--,--,10500,3600,48.94,2.56,25780047,15032.1,1715,1306,1279650,959506,--,--,--
SZ300386,飞天诚信,2.02,117.94,2.34,0.03,1.15,2500644,12.5,1,0,无,无,计算机设备,18600↑,115.22,115.6,120.3,114.58,117.92,117.94,--,--,100,94,3.09,4.95,295537440,33845.33,8732,286,1440345,1060299,--,--,--
SZ300052,中青宝,2.02,26.72,0.53,0.04,-0.14,11735656,4.51,1.94,4,无,无,通信服务,68583↓,26.19,26.19,27.17,25.73,26.72,26.73,--,--,47217,18845,42.95,5.5,311771330,28019.35,11127,1055,6724534,5011122,--,--,--
SZ300225,金力泰,2.02,8.07,0.16,-0.12,0.02,3874443,2.16,1.41,2,无,无,化学制品,27600↓,7.92,7.91,8.08,7.84,8.07,8.08,--,--,66572,78790,-8.41,3.03,30907963,12610.35,2451,1581,2059673,1814770,--,--,--
SZ300240,飞力达,2.02,12.11,0.24,0.08,0,1845994,1.14,1.65,2,无,无,物流,80300↓,11.86,11.87,12.13,11.81,12.11,12.12,--,--,4500,9400,-35.25,2.7,22177123,16199.51,1369,1348,867270,978724,--,--,--
SH601801,皖新传媒,2.02,14.15,0.28,0.43,0.1,6194678,0.681,0.94,5,无,无,传媒,16900↓,13.88,13.87,14.28,13.88,14.16,14.17,--,--,5800,6500,-5.69,2.88,87397012,25266.55,3459,1791,3515235,2679443,--,--,--
SH600375,华菱星马,2.01,11.14,0.22,0.09,0.49,31501521,5.93,2.18,0,有,无,专用设备,30000↓,10.88,10.92,11.34,10.71,11.13,11.15,--,--,5300,41050,-77.13,5.77,347572540,30802.25,11284,2792,16426434,15075087,--,--,--
SZ300205,天喻信息,2.01,13.69,0.27,-0.07,0.04,7330498,1.75,0.84,3,无,无,通信设备,82321↓,13.49,13.42,13.75,13.25,13.69,13.7,--,--,57296,47054,9.82,3.73,99646150,16894.91,5898,1243,4037089,3293409,--,--,--
SH600560,金自天正,2.01,9.64,0.19,0,0.27,5870326,2.62,1.9,2,无,无,专用设备,24900↑,9.45,9.45,9.79,9.45,9.64,9.65,--,--,200,20301,-98.05,3.6,56603910,18171.4,3115,1885,3173412,2696914,--,--,--
SH600386,北巴传媒,2.01,9.64,0.19,0.73,0.09,9183423,2.28,1.19,4,无,无,传媒,62200↑,9.47,9.45,9.65,9.46,9.64,9.65,--,--,3700,306337,-97.61,2.01,87829592,17968.41,4888,1879,5447455,3735968,--,--,--
SZ300159,新研股份,2.01,8.13,0.16,-0.12,-0.05,8798919,3.13,1.24,0,无,无,专用设备,199054↑,8,7.97,8.18,7.92,8.12,8.13,--,--,44000,35146,11.19,3.26,70873151,19191.21,3693,2383,4553348,4245571,--,--,--
SZ300380,安硕信息,2.01,43.72,0.86,0.05,0.16,928925,5.41,0.73,0,无,无,计算机应用,5100↑,42.88,42.86,44.25,42.57,43.71,43.72,--,--,1800,5643,-51.63,3.92,40417690,19861.27,2035,456,513298,415627,--,--,--
SZ002415,海康威视,2,18.86,0.37,0.11,0,20022434,0.637,0.69,2,有,有,计算机设备,478000↑,18.49,18.49,18.86,18.14,18.85,18.86,--,--,40000,6022,73.83,3.89,370354580,20997.54,17638,1135,10738806,9283628,--,--,--
SZ300179,四方达,2,8.67,0.17,0.12,0.16,2940012,2.21,0.75,3,无,无,通用机械,21700↑,8.5,8.5,8.7,8.41,8.66,8.67,--,--,23700,8499,47.21,3.41,25276676,13663.07,1850,1589,1812811,1127201,--,--,--
SZ002067,景兴纸业,2,3.57,0.07,0,-0.69,95720475,9.97,1.32,4,无,无,造纸,562000↑,3.5,3.5,3.62,3.46,3.56,3.57,--,--,733011,1079530,-19.12,4.57,340685390,20167.25,16893,5666,54073686,41646789,--,--,--
SZ300230,永利带业,1.99,9.75,0.19,-0.1,0.12,1977715,1.95,1.9,3,无,无,化工合成材料,8400↑,9.56,9.56,9.89,9.5,9.74,9.75,--,--,1600,80100,-96.08,4.08,19185254,17457.01,1099,1800,1176910,800805,--,--,--
SZ300047,天源迪科,1.98,12.38,0.24,0.16,0.21,6845621,3.29,1.47,4,无,无,计算机应用,66100↑,12.14,12.14,12.46,11.99,12.37,12.38,--,--,6600,18976,-48.39,3.87,84043819,18730.51,4487,1526,3593092,3252529,--,--,--
SZ000582,北部湾港,1.98,11.87,0.23,0.08,-0.01,5575510,3.94,1.43,3,无,无,港口航运,54100↑,11.61,11.64,11.9,11.55,11.86,11.87,--,--,5500,48561,-79.65,3.01,65604904,16765.88,3913,1425,2967373,2608137,--,--,--
SH601238,广汽集团,1.97,8.28,0.16,0.12,0.13,14646119,2.42,2.42,2,有,无,汽车整车,10600↑,8.24,8.12,8.5,8.23,8.27,8.28,--,--,27124,10000,46.13,3.33,122373616,16428.19,7449,1966,7428478,7217641,--,--,--
SZ002459,*ST天业,1.97,12.43,0.24,-0.08,-0.11,2576711,1.49,2.38,4,无,无,专用设备,34299↑,12.2,12.19,12.44,12.16,12.4,12.43,--,--,48400,66801,-15.97,2.3,31689074,50783.77,624,4129,2170525,406186,--,--,--
SH600241,时代万恒,1.97,7.77,0.15,0.91,-0.07,3630956,2.01,1.12,1,无,无,贸易,12100↑,7.61,7.62,7.8,7.53,7.76,7.77,--,--,14400,11400,11.63,3.54,27713446,18801.52,1474,2463,1638825,1992131,--,--,--
SZ300332,天壕节能,1.97,12.96,0.25,0,-0.07,9089863,4.01,1.27,5,无,无,环保工程,85600↑,12.75,12.71,12.97,12.63,12.95,12.96,--,--,34807,82142,-40.47,2.68,116631206,19595.3,5952,1527,5072105,4017758,--,--,--
SZ000090,天健集团,1.97,7.78,0.15,0,-0.06,6787558,1.23,2.09,1,无,无,房地产开发,44600↑,7.59,7.63,7.78,7.58,7.77,7.78,--,--,99049,179893,-28.98,2.62,52431306,18487.77,2836,2393,3685880,3101678,--,--,--
SZ300163,先锋新材,1.96,10.91,0.21,0.18,0.02,4938906,5.18,1.29,4,无,无,化学制品,44400↓,10.7,10.7,10.97,10.55,10.91,10.92,--,--,20200,9449,36.26,3.93,53326259,15777,3380,1461,2379548,2559358,--,--,--
SZ002631,德尔家居,1.96,9.36,0.18,0,0.19,4020216,2.87,1.21,4,无,无,家用轻工,69101↓,9.17,9.18,9.46,9.12,9.36,9.37,--,--,2699,7446,-46.79,3.7,37464849,12618.68,2969,1354,2388377,1631839,--,--,--
SZ002302,西部建设,1.96,11.44,0.22,0,0.03,6115591,2.26,1.76,5,无,无,建筑材料,90126↓,11.25,11.22,11.53,11.16,11.44,11.45,--,--,21674,73730,-54.56,3.3,69815709,15618.73,4470,1368,3374848,2740743,--,--,--
SZ000862,银星能源,1.96,7.29,0.14,0,-0.07,9360903,3.31,2.12,4,无,无,电气设备,150100↑,7.33,7.15,7.46,7.2,7.28,7.29,--,--,29400,18431,22.93,3.64,68307355,14248.51,4794,1953,4475081,4885822,--,--,--
SH601996,丰林集团,1.96,7.29,0.14,0,0.78,15879447,8.09,1.41,3,无,无,家用轻工,26100↓,7.16,7.15,7.36,7.12,7.28,7.29,--,--,82149,122100,-19.56,3.36,114845401,19541.5,5877,2702,8553455,7325992,--,--,--
SZ002408,齐翔腾达,1.96,16.67,0.32,0,0.12,6135185,1.12,0.85,2,无,无,化工新材料,72300↑,16.36,16.35,16.83,16.21,16.66,16.67,--,--,5300,12020,-38.8,3.79,101760420,24855.99,4094,1499,3487968,2647217,--,--,--
SH600223,鲁商置业,1.95,4.18,0.08,1.95,0.12,15154234,1.51,0.63,0,无,无,房地产开发,250100↑,4.1,4.1,4.19,4.04,4.16,4.17,--,--,126000,81600,21.39,3.66,61788144,30008.81,2059,7360,7322520,7831714,--,--,--
SZ000625,长安汽车,1.95,13.59,0.26,0,0.18,33369399,0.985,1.18,3,有,无,汽车整车,193506↓,13.39,13.33,13.75,13.37,13.59,13.6,--,--,173894,272241,-22.04,2.85,454244270,16593.4,27375,1219,17306291,16063108,--,--,--
SZ002562,兄弟科技,1.95,12.55,0.24,0.08,0.04,1484666,2.02,0.8,4,无,无,化学制品,21530↓,12.32,12.31,12.57,12.23,12.55,12.56,--,--,7870,27300,-55.25,2.76,18410673,14693.27,1253,1185,913233,571433,--,--,--
SH600289,亿阳信通,1.93,9.49,0.18,-0.11,0.39,18323728,3.23,1.3,3,无,无,通信设备,258261↓,9.33,9.31,9.52,9.26,9.48,9.49,--,--,80520,9000,79.89,2.79,172520380,24267.88,7109,2578,10061173,8262555,--,--,--
SH603555,贵人鸟,1.93,12.16,0.23,0.16,0.04,4835944,5.43,1.45,4,无,无,服装家纺,7500↑,11.97,11.93,12.16,11.86,12.15,12.16,--,--,6,2002,-99.4,2.51,58072033,13189.2,4403,1098,2857012,1978932,--,--,--
SZ300303,聚飞光电,1.92,16.43,0.31,-0.06,0.15,3925545,2.75,1.5,3,无,无,光学光电子,33103↓,16.12,16.12,16.47,15.92,16.43,16.44,--,--,14697,27300,-47.79,3.41,63919469,17017.96,3756,1045,2173411,1752134,--,--,--
SZ002152,广电运通,1.92,19.08,0.36,-0.05,0.01,11295160,1.31,1.66,0,无,无,计算机设备,42100↑,18.71,18.72,19.24,18.71,19.07,19.08,--,--,10100,24714,-41.98,2.83,215432000,17630.9,12219,924,5899720,5395440,--,--,--
SH600833,第一医药,1.92,11.15,0.21,-0.09,0.12,7195247,3.23,1.12,0,无,无,医药商业,5000↑,10.88,10.94,11.34,10.72,11.14,11.15,--,--,37700,2200,88.97,5.67,79601402,18409.2,4324,1664,3696496,3498751,--,--,--
SZ000877,天山股份,1.91,6.39,0.12,-0.16,0.06,27710131,3.15,1.73,0,无,无,建筑材料,414340↓,6.27,6.27,6.46,6.24,6.39,6.4,--,--,64200,466533,-75.81,3.51,176574440,20584.57,8578,3230,15077394,12632737,--,--,--
SH600130,波导股份,1.91,4.81,0.09,0,0.51,21749964,2.83,1.03,3,无,无,通信设备,500↑,4.74,4.72,4.84,4.67,4.81,4.82,--,--,200,298100,-99.87,3.6,103669283,12617.98,8216,2647,11954106,9795858,--,--,--
SZ002158,汉钟精机,1.9,18.24,0.34,0.11,0.02,1718362,0.651,1.03,3,无,无,通用机械,35900↑,17.98,17.9,18.25,17.8,18.22,18.24,--,--,10928,49561,-63.87,2.51,31061394,21874.22,1420,1210,987160,731202,--,--,--
SZ000961,中南建设,1.9,8.59,0.16,0,0.02,16554039,1.42,1.51,3,无,无,房地产开发,36200↓,8.48,8.43,8.84,8.39,8.59,8.6,--,--,3645,64930,-89.37,5.34,142697440,21416.4,6663,2484,10161431,6392608,--,--,--
SZ002025,航天电器,1.9,18.28,0.34,0,0.15,11162913,3.38,0.84,1,无,无,电子制造,106800↑,17.99,17.94,18.33,17.7,18.27,18.28,--,--,6800,2288,49.65,3.51,201786820,20154.5,10012,1115,6788290,4374623,--,--,--
SZ002541,鸿路钢构,1.89,13.45,0.25,0.07,-0.01,2751067,1.78,0.71,1,无,无,建筑装饰,16500↑,13.25,13.2,13.48,13.11,13.44,13.45,--,--,8800,7500,7.98,2.8,36445622,17640.67,2066,1332,1430212,1320855,--,--,--
SZ000906,物产中拓,1.89,13.48,0.25,0.07,-0.15,3575854,1.08,1.26,3,无,无,钢铁,29400↓,13.29,13.23,13.53,13.08,13.48,13.49,--,--,15000,36350,-41.58,3.4,47286209,23134.15,2044,1749,1584769,1991085,--,--,--
SZ300209,天泽信息,1.88,17.3,0.32,-0.52,0.05,1205158,0.753,1.3,3,无,无,计算机应用,17900↑,17.07,16.98,17.47,16.95,17.29,17.3,--,--,7000,2100,53.85,3.06,20847941,15938.79,1308,921,751363,453795,--,--,--
SZ002277,友阿股份,1.88,10.3,0.19,0.1,0.18,11464382,2.04,1.06,2,无,无,零售,506600↑,10.11,10.11,10.3,10.06,10.29,10.3,--,--,237200,44363,68.49,2.37,116538954,16379.33,7115,1611,6242611,5221771,--,--,--
SZ002450,康得新,1.88,24.96,0.46,-0.12,0.1,18027180,1.91,1.38,2,有,无,化工合成材料,211797↑,24.25,24.5,25.1,24.25,24.95,24.96,--,--,56000,60266,-3.67,3.47,449991400,54676.96,8230,2190,10384598,7642582,--,--,--
SZ000682,东方电子,1.88,3.8,0.07,0,0.1,28119250,2.88,0.91,2,无,无,电气设备,360200↓,3.74,3.73,3.88,3.68,3.8,3.81,--,--,146200,317451,-36.94,5.36,106602717,12437.61,8571,3281,16030028,12089222,--,--,--
SH600970,中材国际,1.88,7.6,0.14,0.13,0.19,17653307,1.61,1.91,4,有,无,建筑装饰,30900↑,7.49,7.46,7.74,7.47,7.59,7.6,--,--,60175,81628,-15.13,3.62,134271780,24966.86,5378,3283,9604722,8048585,--,--,--
SZ300184,力源信息,1.88,13.58,0.25,0.15,0.27,2310383,2.08,1.12,1,无,无,其他电子,18500↑,13.37,13.33,13.59,13.15,13.57,13.58,--,--,700,20000,-93.24,3.3,30984692,15752.26,1967,1175,1353754,956629,--,--,--
SZ000562,宏源证券,1.87,11.96,0.22,0.17,0.18,163052210,4.63,0.98,0,无,无,证券,6579770↓,11.7,11.74,11.96,11.54,11.96,11.97,--,--,127927,309300,-41.48,3.58,1916510200,30480.79,62876,2593,85116365,77935845,--,--,--
SH600449,宁夏建材,1.87,8.16,0.15,0.12,0.13,18505757,7.38,2.12,3,无,无,建筑材料,5000↑,8.04,8.01,8.33,7.97,8.16,8.17,--,--,192800,25457,76.67,4.49,151496860,22158.38,6837,2707,9424688,9081069,--,--,--
SZ300003,乐普医疗,1.87,19.08,0.35,0,-0.03,4791311,0.698,1.2,3,无,无,医疗器械服务,46156↑,18.7,18.73,19.26,18.5,19.07,19.08,--,--,19300,17844,3.92,4.06,90697705,13977.15,6489,738,2508048,2283263,--,--,--
SZ300279,和晶科技,1.87,15.28,0.28,0.07,0.19,2145410,3.88,1.33,1,无,无,电子制造,37930↓,15.08,15,15.38,14.86,15.28,15.29,--,--,5270,18501,-55.66,3.47,32556854,16237.83,2005,1070,1162418,982992,--,--,--
SZ300102,乾照光电,1.87,13.1,0.24,0,-0.01,5960661,3.22,0.99,1,无,无,光学光电子,35330↓,12.81,12.86,13.17,12.66,13.1,13.11,--,--,3770,28100,-76.34,3.97,77512895,14854.91,5218,1142,3212853,2747808,--,--,--
SZ002031,巨轮股份,1.87,8.19,0.15,0.12,0.19,10671279,2.56,1.42,1,无,无,通用机械,85100↑,8.06,8.04,8.19,7.96,8.18,8.19,--,--,63380,120481,-31.06,2.86,86429289,15525.29,5567,1917,5925324,4745955,--,--,--
SZ300210,森远股份,1.86,12.02,0.22,0,0.07,2479469,2.26,1.32,5,无,无,专用设备,65900↓,11.78,11.8,12.1,11.66,12.02,12.03,--,--,12470,500,92.29,3.73,29556159,18861.62,1567,1582,1185501,1293968,--,--,--
SZ300321,同大股份,1.86,35.09,0.64,0.2,-0.06,513091,2.85,1.08,3,无,无,化工合成材料,11300↑,34.44,34.45,35.39,34.3,35.06,35.09,--,--,500,1804,-56.6,3.16,17892981,17287.9,1035,496,323260,189831,--,--,--
SZ000010,深华新,1.85,7.15,0.13,0,0.31,9702936,3.58,1,1,无,无,综合,50400↓,7.04,7.02,7.19,6.96,7.15,7.16,--,--,11500,116000,-81.96,3.28,68920199,22275.44,3094,3136,4736083,4966853,--,--,--
SZ002423,中原特钢,1.85,11.03,0.2,0,-0.08,28787077,6.18,1.57,2,无,无,通用机械,170300↑,10.66,10.83,11.36,10.6,11.02,11.03,--,--,180815,101342,28.17,7.02,316940240,20983.86,15104,1906,15546454,13240623,--,--,--
SZ300172,中电环保,1.84,17.7,0.32,0.06,-0.01,3649804,3.57,1.12,3,无,无,环保工程,61173↓,17.48,17.38,17.76,17.2,17.7,17.71,--,--,64427,27550,40.09,3.22,63984687,18146.54,3526,1035,1815040,1834764,--,--,--
SZ002068,黑猫股份,1.84,5.54,0.1,-0.18,0.24,7843253,1.64,0.9,0,无,无,化工合成材料,84600↓,5.46,5.44,5.61,5.41,5.54,5.55,--,--,15290,181981,-84.5,3.68,43323671,13092.68,3309,2370,4499555,3343698,--,--,--
SZ002289,宇顺电子,1.84,18.29,0.33,0,0.2,2504767,2.61,1.16,3,无,无,光学光电子,22913↓,17.96,17.96,18.33,17.75,18.29,18.3,--,--,35687,54150,-20.55,3.23,45295655,21755.84,2082,1203,1645307,859460,--,--,--
SZ002565,上海绿新,1.84,8.32,0.15,0.12,0.37,13910725,3.8,1.05,0,有,无,包装印刷,335200↑,8.18,8.17,8.33,8.17,8.31,8.32,--,--,395049,133746,49.41,1.96,114863881,13751.21,8353,1665,7903376,6007349,--,--,--
SZ300198,纳川股份,1.83,7.22,0.13,-0.14,0.13,8325807,2.42,1.75,1,无,无,建筑材料,45700↓,7.09,7.09,7.25,7,7.22,7.23,--,--,32542,75501,-39.76,3.53,59562846,20048.08,2971,2802,4640600,3685207,--,--,--
SH600537,亿晶光电,1.83,11.68,0.21,0.43,0.41,9046127,3.93,0.8,1,无,无,电气设备,2200↑,11.42,11.47,11.68,11.42,11.67,11.68,--,--,8800,400,-18.79,2.27,104683316,19321.39,5418,1670,4798650,4247477,--,--,--
SZ000793,华闻传媒,1.82,12.88,0.23,0.23,-0.09,27220541,2,1.41,3,无,无,传媒,399500↑,12.66,12.65,12.95,12.57,12.87,12.88,--,--,5000,59622,-84.53,3,346625050,35797.28,9683,2811,15860381,11360160,--,--,--
SZ300229,拓尔思,1.81,23,0.41,0.09,0.07,3553812,1.73,1.24,1,无,无,计算机应用,19700↑,22.66,22.59,23.24,22.4,22.99,23,--,--,5600,6624,-8.38,3.72,81528611,22786.08,3578,993,1929725,1624087,--,--,--
SZ002364,中恒电气,1.81,19.16,0.34,-0.05,-0.04,2751770,1.39,0.92,2,无,无,电气设备,62200↑,18.83,18.82,19.17,18.5,19.15,19.16,--,--,16150,18300,-6.24,3.56,51764842,20204.86,2562,1074,1622320,1129450,--,--,--
SH600351,亚宝药业,1.8,9.62,0.17,0.1,0.08,9266736,1.46,0.92,0,无,无,中药,1700↓,9.46,9.45,9.65,9.37,9.61,9.62,--,--,27100,49944,-27.59,2.96,88136088,16514.16,5337,1736,5034779,4231957,--,--,--
SZ300112,万讯自控,1.79,9.09,0.16,0,-0.36,8956994,7.07,1.83,0,无,无,金属制品,48700↑,8.88,8.93,9.18,8.69,9.08,9.09,--,--,23147,49100,-35.92,5.49,80731451,14675.78,5501,1628,4258318,4698676,--,--,--
SH600761,安徽合力,1.79,11.37,0.2,0.26,0.2,18677198,3.03,1.64,0,无,无,专用设备,200↓,11.16,11.17,11.56,11.16,11.38,11.39,--,--,41800,70094,-25.29,3.58,212533060,19864.76,10699,1746,9866866,8810332,--,--,--
SZ300258,精锻科技,1.79,14.81,0.26,0.14,0.23,3214980,4.54,1.4,0,无,无,汽车零部件,30000↑,14.58,14.55,14.85,14.43,14.8,14.81,--,--,1500,2900,-31.82,2.89,47210108,17741.49,2661,1208,1570168,1644812,--,--,--
SZ300362,天保重装,1.79,23.36,0.41,0.04,0.53,1672153,6.51,1.17,0,无,无,电气设备,18300↑,22.86,22.95,23.44,22.81,23.35,23.36,--,--,65400,8019,0.81,2.75,38788348,15241,2545,657,943191,728962,--,--,--
SH600656,博元投资,1.79,6.84,0.12,0,0.21,4912799,2.58,0.96,0,无,无,环保工程,2000↑,6.73,6.72,6.86,6.69,6.83,6.84,--,--,35100,11620,50.26,2.53,33258000,21278.31,1563,3143,2821485,2091314,--,--,--
SZ002205,国统股份,1.78,15.43,0.27,0.13,0.32,4592244,3.95,1.27,0,无,无,建筑材料,14525↓,15.08,15.16,15.5,15,15.43,15.44,--,--,1875,4000,-46.77,3.3,70170832,18742.21,3744,1227,2441417,2150827,--,--,--
SZ002678,珠江钢琴,1.77,8.61,0.15,0,0,5924551,3.9,1.03,0,无,无,家用轻工,81286↓,8.48,8.46,8.64,8.4,8.61,8.62,--,--,2714,67400,2.06,2.84,50649574,14389.08,3520,1683,3100912,2823639,--,--,--
SH601099,太平洋,1.77,7.47,0.13,0,-0.54,98344095,5.95,1.64,0,无,无,证券,2900↑,7.57,7.34,7.68,7.43,7.46,7.47,--,--,464505,34094,86.32,3.41,739995270,30530.38,24238,4057,44521472,53822623,--,--,--
SZ002347,泰尔重工,1.77,9.78,0.17,0.1,-0.05,1931187,1.96,0.84,0,无,无,通用机械,73300↑,9.62,9.61,9.78,9.58,9.77,9.78,--,--,26741,43540,-45.52,2.08,18697532,15452.51,1210,1596,1141946,789241,--,--,--
SZ002582,好想你,1.77,19.02,0.33,0.05,-0.09,3041835,3.3,1.06,0,无,无,食品加工制造,54560↓,18.7,18.69,19.05,18.51,19.02,19.03,--,--,20740,9500,37.17,2.89,57175226,15807.36,3617,841,1692250,1349585,--,--,--
SZ002238,天威视讯,1.77,13.26,0.23,0,-0.01,5979583,1.87,1.87,0,无,无,通信服务,25800↓,13.04,13.03,13.39,13.04,13.26,13.27,--,--,14895,10202,18.7,2.69,79244800,17212.16,4604,1299,3453266,2526317,--,--,--
SH600735,新华锦,1.76,9.24,0.16,0.11,0.11,4430482,2.12,1.4,0,无,无,贸易,11699↑,9.11,9.08,9.26,9.06,9.24,9.25,--,--,19901,85200,-62.13,2.2,40700433,14865.02,2738,1618,2401027,2029455,--,--,--
SH600995,文山电力,1.76,5.2,0.09,0.39,0.18,13862970,2.9,1.72,0,无,无,电力,149191↑,5.11,5.11,5.25,5.09,5.2,5.21,--,--,809,103269,-98.45,3.13,71815963,16430.1,4371,3172,7945947,5917023,--,--,--
SZ002087,新野纺织,1.76,4.05,0.07,0,0.59,12027671,2.31,1.73,0,无,无,纺织制造,86900↑,3.98,3.98,4.08,3.96,4.04,4.05,--,--,286100,317256,-5.16,3.02,48590257,14133.29,3438,3498,6749707,5277964,--,--,--
